purchase_id,item_id,Customer ID,Purchase Amount (USD),Season,Review Rating,Payment Method,Shipping Type,Discount Applied,Promo Code Used
1048,1578,1048,36,1,4.2,4,5,Yes,Yes
1049,1548,1049,77,1,2.7,2,5,Yes,Yes
1050,1660,1050,33,1,2.8,3,6,Yes,Yes
1051,1474,1051,64,4,3.8,3,4,Yes,Yes
1052,1557,1052,53,1,2.6,5,3,Yes,Yes
1053,1303,1053,36,1,3.0,6,1,Yes,Yes
1054,166,1054,70,2,3.3,2,1,Yes,Yes
1055,1312,1055,96,4,4.9,4,2,Yes,Yes
1056,763,1056,27,2,3.3,5,4,Yes,Yes
1057,1678,1057,64,4,2.9,4,1,Yes,Yes
1058,780,1058,23,2,4.4,1,1,Yes,Yes
1059,1108,1059,33,3,3.1,3,4,Yes,Yes
1060,749,1060,34,4,2.5,6,5,Yes,Yes
1061,1724,1061,35,3,2.6,5,4,Yes,Yes
1062,320,1062,62,3,4.4,4,3,Yes,Yes
1063,244,1063,75,1,2.6,6,4,Yes,Yes
1064,706,1064,29,3,3.3,1,3,Yes,Yes
1065,625,1065,28,2,3.5,4,2,Yes,Yes
1066,1812,1066,20,2,4.1,2,6,Yes,Yes
1067,330,1067,96,4,4.0,3,6,Yes,Yes
1068,422,1068,43,3,2.7,6,1,Yes,Yes
1069,1197,1069,94,1,2.5,1,5,Yes,Yes
1070,1453,1070,81,1,4.3,3,4,Yes,Yes
1071,893,1071,75,3,3.3,6,3,Yes,Yes
1072,605,1072,81,3,2.6,2,2,Yes,Yes
1073,1313,1073,92,1,3.5,1,2,Yes,Yes
1074,1159,1074,96,2,4.0,2,6,Yes,Yes
1075,925,1075,71,1,2.6,5,5,Yes,Yes
1076,1608,1076,50,3,4.9,4,4,Yes,Yes
1077,294,1077,72,2,2.9,1,5,Yes,Yes
1078,765,1078,28,4,3.7,2,5,Yes,Yes
1079,1714,1079,59,1,4.4,2,2,Yes,Yes
1080,338,1080,33,3,4.4,1,3,Yes,Yes
1081,1092,1081,59,1,3.8,1,2,Yes,Yes
1082,131,1082,30,2,4.5,2,5,Yes,Yes
1083,646,1083,85,4,2.6,5,4,Yes,Yes
1084,17,1084,97,3,3.3,3,6,Yes,Yes
1085,1803,1085,36,1,4.1,3,4,Yes,Yes
1086,903,1086,85,4,3.0,5,6,Yes,Yes
1087,1634,1087,62,4,3.0,5,3,Yes,Yes
1088,850,1088,71,4,3.4,5,4,Yes,Yes
1089,982,1089,21,4,2.7,1,3,Yes,Yes
1090,40,1090,61,2,3.8,4,4,Yes,Yes
1091,1129,1091,58,2,4.2,1,6,Yes,Yes
1092,1685,1092,80,2,4.7,2,6,Yes,Yes
1093,872,1093,50,2,4.1,3,1,Yes,Yes
1094,1507,1094,48,4,4.2,5,1,Yes,Yes
1095,884,1095,40,4,4.8,3,4,Yes,Yes
1096,346,1096,34,3,3.0,4,3,Yes,Yes
1097,337,1097,46,1,2.6,3,5,Yes,Yes
1098,1623,1098,27,3,3.2,6,6,Yes,Yes
1099,564,1099,98,2,3.6,5,4,Yes,Yes
1100,1710,1100,73,1,2.6,2,4,Yes,Yes
1101,947,1101,28,2,4.4,4,2,Yes,Yes
1102,506,1102,76,1,3.0,2,3,Yes,Yes
1103,1710,1103,83,1,2.9,3,2,Yes,Yes
1104,702,1104,23,2,4.3,4,3,Yes,Yes
1105,605,1105,28,1,3.1,1,2,Yes,Yes
1106,1800,1106,83,2,3.0,3,4,Yes,Yes
1107,1399,1107,96,4,3.6,3,6,Yes,Yes
1108,1489,1108,62,1,2.8,6,6,Yes,Yes
1109,1347,1109,25,1,2.8,6,5,Yes,Yes
1110,673,1110,97,4,4.9,4,4,Yes,Yes
1111,662,1111,61,1,3.0,4,5,Yes,Yes
1112,1289,1112,66,3,4.1,1,4,Yes,Yes
1113,722,1113,67,2,4.6,3,3,Yes,Yes
1114,1638,1114,80,3,4.8,2,4,Yes,Yes
1115,1399,1115,25,1,2.6,2,4,Yes,Yes
1116,634,1116,58,1,4.0,1,1,Yes,Yes
1117,25,1117,96,4,4.2,6,2,Yes,Yes
1118,1609,1118,77,2,4.5,5,6,Yes,Yes
1119,101,1119,65,3,4.9,4,5,Yes,Yes
1120,891,1120,36,2,3.1,6,5,Yes,Yes
1121,1485,1121,84,4,4.0,6,4,Yes,Yes
1122,1818,1122,58,1,3.2,2,2,Yes,Yes
1123,550,1123,62,2,4.3,5,1,Yes,Yes
1124,635,1124,67,1,2.5,4,6,Yes,Yes
1125,1709,1125,20,2,4.9,4,2,Yes,Yes
1126,1048,1126,90,3,2.7,4,1,Yes,Yes
1127,1091,1127,58,4,3.4,6,5,Yes,Yes
1128,1228,1128,53,2,4.8,6,6,Yes,Yes
1129,442,1129,30,4,4.7,5,4,Yes,Yes
1130,727,1130,65,4,4.7,3,2,Yes,Yes
1131,892,1131,41,3,3.9,2,5,Yes,Yes
1132,1185,1132,73,2,3.7,3,2,Yes,Yes
1133,713,1133,98,2,4.3,5,6,Yes,Yes
1134,1300,1134,36,4,4.1,5,1,Yes,Yes
1135,1773,1135,81,3,4.6,1,2,Yes,Yes
1136,1393,1136,90,4,3.6,5,1,Yes,Yes
1137,551,1137,83,3,4.8,4,3,Yes,Yes
1138,1229,1138,91,4,2.8,3,1,Yes,Yes
1139,978,1139,36,3,4.7,6,2,Yes,Yes
1140,305,1140,53,2,3.9,5,5,Yes,Yes
1141,834,1141,39,4,2.6,2,6,Yes,Yes
1142,492,1142,33,4,4.7,4,4,Yes,Yes
1143,1757,1143,76,2,3.5,2,6,Yes,Yes
1144,237,1144,23,4,4.4,2,5,Yes,Yes
1145,839,1145,54,1,4.4,5,1,Yes,Yes
1146,1465,1146,89,3,3.0,6,2,Yes,Yes
1147,1483,1147,38,3,4.2,4,5,Yes,Yes
1148,656,1148,36,4,4.3,5,4,Yes,Yes
1149,983,1149,66,2,2.6,1,6,Yes,Yes
1150,867,1150,42,2,3.3,2,6,Yes,Yes
1151,922,1151,36,4,2.7,4,4,Yes,Yes
1152,171,1152,86,2,4.2,1,2,Yes,Yes
1153,532,1153,49,1,4.0,2,5,Yes,Yes
1154,1200,1154,41,3,4.0,5,3,Yes,Yes
1155,371,1155,82,2,2.9,6,1,Yes,Yes
1156,1804,1156,53,1,2.6,4,2,Yes,Yes
1157,1263,1157,21,3,4.8,5,2,Yes,Yes
1158,89,1158,66,1,4.4,3,5,Yes,Yes
1159,78,1159,89,3,4.0,6,1,Yes,Yes
1160,511,1160,55,1,3.6,4,1,Yes,Yes
1161,1132,1161,42,3,3.2,2,4,Yes,Yes
1162,1362,1162,52,1,3.1,1,1,Yes,Yes
1163,1040,1163,92,4,4.2,6,2,Yes,Yes
1164,960,1164,56,3,3.0,3,1,Yes,Yes
1165,397,1165,96,4,4.2,3,5,Yes,Yes
1166,1788,1166,64,4,2.9,2,4,Yes,Yes
1167,419,1167,48,4,3.7,2,6,Yes,Yes
1168,1587,1168,83,3,3.6,5,3,Yes,Yes
1169,1108,1169,91,3,3.6,5,5,Yes,Yes
1170,48,1170,94,1,4.5,6,1,Yes,Yes
1171,1439,1171,62,2,3.2,1,2,Yes,Yes
1172,1558,1172,55,2,3.9,1,4,Yes,Yes
1173,303,1173,68,2,4.6,3,6,Yes,Yes
1174,891,1174,76,4,2.5,3,2,Yes,Yes
1175,22,1175,31,4,4.3,2,2,Yes,Yes
1176,86,1176,81,2,4.1,3,6,Yes,Yes
1177,406,1177,83,4,4.6,3,3,Yes,Yes
1178,1403,1178,21,2,4.8,2,5,Yes,Yes
1179,408,1179,22,2,4.9,3,2,Yes,Yes
1180,1772,1180,33,3,2.8,4,3,Yes,Yes
1181,1427,1181,23,2,4.9,2,5,Yes,Yes
1182,1323,1182,96,3,3.5,2,3,Yes,Yes
1183,894,1183,21,2,3.8,4,2,Yes,Yes
1184,985,1184,39,2,4.5,5,1,Yes,Yes
1185,117,1185,73,1,3.4,1,2,Yes,Yes
1186,823,1186,64,2,3.9,4,5,Yes,Yes
1187,815,1187,68,3,4.1,2,1,Yes,Yes
1188,592,1188,89,1,3.0,2,2,Yes,Yes
1189,175,1189,29,3,3.3,3,4,Yes,Yes
1190,1232,1190,97,3,4.9,6,3,Yes,Yes
1191,1198,1191,45,4,4.3,1,4,Yes,Yes
1192,1753,1192,70,4,4.1,4,3,Yes,Yes
1193,333,1193,56,3,4.0,5,1,Yes,Yes
1194,742,1194,55,1,5.0,6,1,Yes,Yes
1195,713,1195,46,4,3.1,4,1,Yes,Yes
1196,1130,1196,95,4,4.0,2,1,Yes,Yes
1197,97,1197,88,4,3.2,5,1,Yes,Yes
1198,1471,1198,92,1,3.9,4,5,Yes,Yes
1199,1551,1199,49,3,3.9,1,1,Yes,Yes
1200,1047,1200,89,1,4.5,3,3,Yes,Yes
1201,355,1201,22,4,4.4,1,6,Yes,Yes
1202,1296,1202,61,3,3.1,2,1,Yes,Yes
1203,1139,1203,29,2,2.9,1,5,Yes,Yes
1204,1488,1204,82,4,3.7,1,3,Yes,Yes
1205,100,1205,94,2,3.2,1,1,Yes,Yes
1206,539,1206,99,2,3.5,3,5,Yes,Yes
1207,551,1207,59,1,3.0,2,3,Yes,Yes
1208,263,1208,90,3,4.1,6,4,Yes,Yes
1209,273,1209,100,4,2.9,2,1,Yes,Yes
1210,964,1210,62,4,3.8,5,4,Yes,Yes
1211,1634,1211,78,1,4.1,5,4,Yes,Yes
1212,684,1212,94,2,4.6,6,6,Yes,Yes
1213,1281,1213,74,3,2.5,6,3,Yes,Yes
1214,568,1214,52,2,3.7,2,2,Yes,Yes
1215,751,1215,81,1,3.8,2,3,Yes,Yes
1216,157,1216,20,4,2.6,2,1,Yes,Yes
1217,1007,1217,32,3,3.7,5,3,Yes,Yes
1218,280,1218,63,1,2.6,4,3,Yes,Yes
1219,246,1219,79,2,3.1,6,6,Yes,Yes
1220,1702,1220,23,4,2.5,1,4,Yes,Yes
1221,466,1221,64,4,4.9,1,2,Yes,Yes
1222,1566,1222,69,4,4.5,1,5,Yes,Yes
1223,805,1223,69,1,3.4,1,6,Yes,Yes
1224,957,1224,24,4,3.9,3,3,Yes,Yes
1225,1351,1225,50,3,3.7,1,6,Yes,Yes
1226,493,1226,97,1,2.6,3,3,Yes,Yes
1227,1066,1227,91,1,3.4,5,6,Yes,Yes
1228,164,1228,37,2,4.9,6,6,Yes,Yes
1229,786,1229,55,4,3.9,6,2,Yes,Yes
1230,933,1230,52,4,3.6,6,2,Yes,Yes
1231,585,1231,80,2,4.6,4,5,Yes,Yes
1232,1554,1232,79,2,4.0,3,1,Yes,Yes
1233,530,1233,23,3,3.6,2,3,Yes,Yes
1234,941,1234,73,4,3.5,2,4,Yes,Yes
1235,467,1235,99,1,4.1,2,6,Yes,Yes
1236,1713,1236,22,2,3.0,1,6,Yes,Yes
1237,626,1237,68,3,4.4,5,6,Yes,Yes
1238,415,1238,92,2,4.4,3,1,Yes,Yes
1239,983,1239,77,4,3.7,5,2,Yes,Yes
1240,362,1240,37,2,4.8,5,5,Yes,Yes
1241,1109,1241,79,4,2.9,4,6,Yes,Yes
1242,722,1242,51,4,3.1,2,2,Yes,Yes
1243,1558,1243,27,3,4.0,1,4,Yes,Yes
1244,197,1244,23,2,3.0,5,6,Yes,Yes
1245,1583,1245,76,3,3.9,2,1,Yes,Yes
1246,410,1246,31,1,3.4,1,5,Yes,Yes
1247,680,1247,60,4,2.7,3,5,Yes,Yes
1248,1774,1248,99,2,3.5,1,2,Yes,Yes
1249,656,1249,37,4,3.0,3,3,Yes,Yes
1250,256,1250,50,4,4.5,5,2,Yes,Yes
1251,858,1251,26,4,4.1,2,3,Yes,Yes
1252,1374,1252,86,2,5.0,4,4,Yes,Yes
1253,1026,1253,41,1,4.0,6,5,Yes,Yes
1254,1086,1254,23,4,4.9,6,2,Yes,Yes
1255,1517,1255,56,2,3.3,2,1,Yes,Yes
1256,619,1256,68,1,4.1,3,5,Yes,Yes
1257,344,1257,48,4,3.6,2,2,Yes,Yes
1258,372,1258,67,2,3.0,2,3,Yes,Yes
1259,281,1259,87,2,4.1,4,1,Yes,Yes
1260,1423,1260,64,1,3.9,1,5,Yes,Yes
1261,1226,1261,93,2,4.1,6,6,Yes,Yes
1262,1172,1262,29,3,2.8,6,4,Yes,Yes
1263,222,1263,62,4,4.8,4,6,Yes,Yes
1264,660,1264,70,4,4.6,1,1,Yes,Yes
1265,1721,1265,92,4,2.5,6,4,Yes,Yes
1266,1194,1266,79,2,2.7,1,4,Yes,Yes
1267,179,1267,31,1,4.0,2,5,Yes,Yes
1268,1796,1268,83,2,2.7,3,5,Yes,Yes
1269,787,1269,88,4,2.9,6,4,Yes,Yes
1270,892,1270,53,2,3.0,5,5,Yes,Yes
1271,684,1271,98,1,3.3,2,5,Yes,Yes
1272,912,1272,57,2,4.3,2,6,Yes,Yes
1273,1052,1273,80,4,4.4,4,2,Yes,Yes
1274,811,1274,29,2,4.1,2,4,Yes,Yes
1275,617,1275,73,2,3.1,2,1,Yes,Yes
1276,1732,1276,32,1,4.5,5,5,Yes,Yes
1277,238,1277,68,2,4.8,5,4,Yes,Yes
1278,150,1278,97,2,5.0,4,2,Yes,Yes
1279,1349,1279,98,1,2.8,3,4,Yes,Yes
1280,661,1280,56,1,3.7,5,2,Yes,Yes
1281,960,1281,78,4,4.4,5,1,Yes,Yes
1282,98,1282,81,2,4.5,2,6,Yes,Yes
1283,1181,1283,68,4,3.0,4,3,Yes,Yes
1284,1206,1284,94,4,3.9,3,1,Yes,Yes
1285,390,1285,93,2,3.9,1,2,Yes,Yes
1286,462,1286,99,1,3.5,6,4,Yes,Yes
1287,457,1287,49,4,4.9,1,4,Yes,Yes
1288,853,1288,28,4,3.4,6,5,Yes,Yes
1289,132,1289,93,4,4.1,6,5,Yes,Yes
1290,767,1290,24,1,2.9,4,4,Yes,Yes
1291,1411,1291,35,2,3.4,2,3,Yes,Yes
1292,1062,1292,68,2,3.2,6,1,Yes,Yes
1293,97,1293,61,3,3.9,4,3,Yes,Yes
1294,1750,1294,74,1,4.1,1,5,Yes,Yes
1295,1203,1295,64,3,4.5,3,5,Yes,Yes
1296,1487,1296,60,1,2.8,5,5,Yes,Yes
1297,847,1297,29,2,2.8,5,2,Yes,Yes
1298,1057,1298,85,3,4.6,4,5,Yes,Yes
1299,990,1299,81,3,3.0,2,3,Yes,Yes
1300,84,1300,23,1,3.6,1,1,Yes,Yes
1301,1774,1301,100,2,4.5,2,4,Yes,Yes
1302,1198,1302,54,1,5.0,6,2,Yes,Yes
1303,1480,1303,25,1,2.9,1,4,Yes,Yes
1304,160,1304,32,3,3.1,6,4,Yes,Yes
1305,52,1305,63,2,4.0,1,1,Yes,Yes
1306,1010,1306,56,2,4.5,6,2,Yes,Yes
1307,1679,1307,33,4,4.5,2,4,Yes,Yes
1308,291,1308,32,3,3.1,5,2,Yes,Yes
1309,383,1309,38,3,4.4,3,4,Yes,Yes
1310,152,1310,21,3,4.7,1,6,Yes,Yes
1311,660,1311,59,4,3.1,3,6,Yes,Yes
1312,1269,1312,87,1,4.2,3,2,Yes,Yes
1313,1790,1313,79,4,3.0,6,6,Yes,Yes
1314,1267,1314,28,3,2.6,2,3,Yes,Yes
1315,268,1315,67,3,3.4,6,3,Yes,Yes
1316,1315,1316,75,2,4.2,5,1,Yes,Yes
1317,118,1317,32,2,4.6,5,5,Yes,Yes
1318,970,1318,43,2,2.8,3,3,Yes,Yes
1319,1339,1319,93,2,2.7,6,2,Yes,Yes
1320,1632,1320,24,2,4.0,3,5,Yes,Yes
1321,657,1321,31,1,3.1,5,3,Yes,Yes
1322,1763,1322,84,4,3.7,3,2,Yes,Yes
1323,983,1323,74,4,4.0,3,4,Yes,Yes
1324,1351,1324,62,2,4.6,2,5,Yes,Yes
1325,918,1325,77,3,3.8,3,3,Yes,Yes
1326,6,1326,73,3,3.5,6,2,Yes,Yes
1327,1266,1327,50,2,4.6,1,3,Yes,Yes
1328,333,1328,40,4,2.8,3,5,Yes,Yes
1329,1709,1329,97,4,3.7,4,5,Yes,Yes
1330,467,1330,63,1,3.3,5,2,Yes,Yes
1331,530,1331,65,1,2.9,3,5,Yes,Yes
1332,1558,1332,91,2,3.2,3,5,Yes,Yes
1333,704,1333,60,2,4.3,1,6,Yes,Yes
1334,972,1334,69,4,2.7,2,4,Yes,Yes
1335,352,1335,52,2,4.2,4,6,Yes,Yes
1336,251,1336,49,1,4.8,3,1,Yes,Yes
1337,1478,1337,85,2,4.8,5,6,Yes,Yes
1338,1692,1338,86,2,3.4,6,2,Yes,Yes
1339,566,1339,51,4,2.6,1,5,Yes,Yes
1340,77,1340,56,4,5.0,5,4,Yes,Yes
1341,99,1341,72,1,4.4,3,4,Yes,Yes
1342,728,1342,27,1,2.9,4,5,Yes,Yes
1343,1676,1343,43,3,3.4,2,1,Yes,Yes
1344,1483,1344,56,2,3.4,6,5,Yes,Yes
1345,1808,1345,37,1,4.9,3,4,Yes,Yes
1346,411,1346,21,1,3.6,3,5,Yes,Yes
1347,674,1347,91,4,3.0,3,3,Yes,Yes
1348,1701,1348,95,3,3.9,6,1,Yes,Yes
1349,138,1349,54,2,3.2,5,5,Yes,Yes
1350,1588,1350,36,2,3.2,1,4,Yes,Yes
1351,1635,1351,71,1,4.3,2,4,Yes,Yes
1352,301,1352,31,3,2.8,3,1,Yes,Yes
1353,652,1353,89,2,4.5,1,4,Yes,Yes
1354,981,1354,83,4,4.1,1,4,Yes,Yes
1355,28,1355,42,2,3.6,4,1,Yes,Yes
1356,1329,1356,91,3,3.0,6,1,Yes,Yes
1357,754,1357,61,2,4.0,4,3,Yes,Yes
1358,54,1358,66,3,3.5,6,4,Yes,Yes
1359,1158,1359,22,2,2.5,4,6,Yes,Yes
1360,703,1360,68,4,4.3,4,6,Yes,Yes
1361,1382,1361,43,1,2.8,1,2,Yes,Yes
1362,389,1362,32,1,3.7,2,4,Yes,Yes
1363,320,1363,46,1,4.3,2,2,Yes,Yes
1364,159,1364,90,3,4.0,1,2,Yes,Yes
1365,604,1365,75,1,4.7,2,2,Yes,Yes
1366,537,1366,69,4,4.5,5,6,Yes,Yes
1367,96,1367,40,1,3.1,4,3,Yes,Yes
1368,109,1368,63,1,3.8,6,2,Yes,Yes
1369,1174,1369,36,3,4.9,6,2,Yes,Yes
1370,1265,1370,75,4,3.2,2,5,Yes,Yes
1371,1102,1371,67,3,2.9,5,1,Yes,Yes
1372,966,1372,64,2,2.8,5,6,Yes,Yes
1373,171,1373,61,1,4.0,3,1,Yes,Yes
1374,454,1374,40,4,2.6,3,6,Yes,Yes
1375,543,1375,97,1,2.7,4,3,Yes,Yes
1376,1456,1376,31,2,4.1,6,1,Yes,Yes
1377,1031,1377,65,2,5.0,2,3,Yes,Yes
1378,1612,1378,54,2,3.0,3,4,Yes,Yes
1379,790,1379,49,1,3.6,5,3,Yes,Yes
1380,1765,1380,64,1,2.8,6,1,Yes,Yes
1381,1499,1381,35,4,4.6,1,5,Yes,Yes
1382,1243,1382,86,4,2.9,2,5,Yes,Yes
1383,731,1383,55,4,4.8,6,2,Yes,Yes
1384,1111,1384,58,2,3.3,1,2,Yes,Yes
1385,1474,1385,96,1,4.6,2,5,Yes,Yes
1386,891,1386,64,1,2.6,4,6,Yes,Yes
1387,768,1387,56,1,4.0,1,4,Yes,Yes
1388,170,1388,85,4,3.8,3,5,Yes,Yes
1389,399,1389,23,2,3.9,2,2,Yes,Yes
1390,1101,1390,72,1,2.6,4,6,Yes,Yes
1391,616,1391,38,3,4.3,6,5,Yes,Yes
1392,204,1392,29,4,3.6,1,2,Yes,Yes
1393,480,1393,46,2,4.2,4,2,Yes,Yes
1394,457,1394,58,2,3.9,1,2,Yes,Yes
1395,300,1395,43,1,4.7,5,4,Yes,Yes
1396,1107,1396,32,2,2.8,2,4,Yes,Yes
1397,1007,1397,30,4,3.0,2,4,Yes,Yes
1398,1655,1398,67,3,4.7,2,6,Yes,Yes
1399,394,1399,45,3,2.5,1,3,Yes,Yes
1400,617,1400,81,4,3.1,1,6,Yes,Yes
1401,39,1401,23,1,3.6,6,4,Yes,Yes
1402,1040,1402,59,1,3.5,2,1,Yes,Yes
1403,1621,1403,21,3,3.1,1,2,Yes,Yes
1404,36,1404,20,2,3.6,1,6,Yes,Yes
1405,887,1405,28,4,3.5,6,4,Yes,Yes
1406,1563,1406,100,4,2.7,2,6,Yes,Yes
1407,1180,1407,46,2,3.6,6,2,Yes,Yes
1408,571,1408,61,2,4.5,2,2,Yes,Yes
1409,188,1409,58,4,4.1,4,3,Yes,Yes
1410,23,1410,50,2,4.2,3,5,Yes,Yes
1411,621,1411,93,3,4.0,6,6,Yes,Yes
1412,1387,1412,24,3,2.8,5,6,Yes,Yes
1413,1331,1413,100,3,2.6,4,1,Yes,Yes
1414,193,1414,79,1,2.7,6,6,Yes,Yes
1415,1550,1415,51,3,4.5,4,6,Yes,Yes
1416,88,1416,90,4,3.7,1,3,Yes,Yes
1417,236,1417,56,3,3.4,5,3,Yes,Yes
1418,1355,1418,25,2,4.6,2,5,Yes,Yes
1419,1206,1419,75,3,4.1,1,1,Yes,Yes
1420,540,1420,75,3,2.6,4,3,Yes,Yes
1421,854,1421,53,3,4.6,2,6,Yes,Yes
1422,417,1422,100,2,3.0,3,5,Yes,Yes
1423,370,1423,27,1,3.4,5,3,Yes,Yes
1424,1063,1424,60,1,3.5,5,3,Yes,Yes
1425,777,1425,23,1,3.5,2,5,Yes,Yes
1426,352,1426,40,4,3.7,4,4,Yes,Yes
1427,985,1427,38,3,4.8,3,3,Yes,Yes
1428,52,1428,90,3,4.9,5,6,Yes,Yes
1429,192,1429,97,3,4.9,4,2,Yes,Yes
1430,1386,1430,38,1,4.7,6,5,Yes,Yes
1431,1070,1431,30,3,4.9,5,3,Yes,Yes
1432,967,1432,88,1,2.9,1,2,Yes,Yes
1433,583,1433,33,4,4.4,2,2,Yes,Yes
1434,675,1434,60,4,3.2,6,4,Yes,Yes
1435,1686,1435,64,3,4.6,5,3,Yes,Yes
1436,1148,1436,95,1,4.0,4,5,Yes,Yes
1437,1481,1437,83,4,3.7,6,3,Yes,Yes
1438,283,1438,97,4,4.2,4,3,Yes,Yes
1439,318,1439,38,2,2.9,2,5,Yes,Yes
1440,252,1440,48,3,4.8,3,4,Yes,Yes
1441,1054,1441,76,2,4.4,1,5,Yes,Yes
1442,1000,1442,25,3,3.4,4,3,Yes,Yes
1443,715,1443,92,2,2.8,2,1,Yes,Yes
1444,1035,1444,47,1,4.2,5,4,Yes,Yes
1445,1690,1445,36,1,3.8,6,2,Yes,Yes
1446,91,1446,51,1,3.1,6,1,Yes,Yes
1447,859,1447,35,3,3.2,4,2,Yes,Yes
1448,698,1448,57,3,3.0,3,4,Yes,Yes
1449,242,1449,95,3,3.6,1,3,Yes,Yes
1450,1539,1450,41,4,2.5,4,6,Yes,Yes
1451,424,1451,44,4,3.4,5,3,Yes,Yes
1452,761,1452,34,1,2.5,6,4,Yes,Yes
1453,730,1453,25,2,4.7,6,1,Yes,Yes
1454,275,1454,93,4,3.2,5,1,Yes,Yes
1455,1462,1455,50,4,2.9,1,3,Yes,Yes
1456,958,1456,79,1,4.9,4,2,Yes,Yes
1457,344,1457,100,2,2.7,6,6,Yes,Yes
1458,1214,1458,57,2,4.7,1,2,Yes,Yes
1459,1710,1459,28,2,2.9,4,1,Yes,Yes
1460,1257,1460,35,4,4.8,5,2,Yes,Yes
1461,239,1461,85,1,4.6,6,5,Yes,Yes
1462,1661,1462,95,3,5.0,5,1,Yes,Yes
1463,1502,1463,90,3,4.8,6,1,Yes,Yes
1464,883,1464,49,3,4.9,3,6,Yes,Yes
1465,99,1465,92,4,4.6,1,1,Yes,Yes
1466,508,1466,72,4,3.9,1,6,Yes,Yes
1467,1335,1467,71,3,4.5,5,6,Yes,Yes
1468,934,1468,27,4,4.7,3,6,Yes,Yes
1469,492,1469,39,1,3.9,1,2,Yes,Yes
1470,899,1470,98,4,4.4,4,5,Yes,Yes
1471,1057,1471,27,2,3.9,6,4,Yes,Yes
1472,912,1472,71,2,2.8,5,1,Yes,Yes
1473,601,1473,24,2,3.5,1,6,Yes,Yes
1474,1349,1474,63,1,4.3,2,2,Yes,Yes
1475,1730,1475,72,1,3.9,1,4,Yes,Yes
1476,184,1476,61,2,4.0,1,2,Yes,Yes
1477,615,1477,56,1,4.1,3,4,Yes,Yes
1478,139,1478,32,3,4.3,3,5,Yes,Yes
1479,460,1479,23,3,4.2,5,3,Yes,Yes
1480,291,1480,100,2,4.0,4,5,Yes,Yes
1481,888,1481,74,1,3.6,2,2,Yes,Yes
1482,1432,1482,33,2,3.3,3,5,Yes,Yes
1483,489,1483,67,2,4.1,6,1,Yes,Yes
1484,926,1484,61,3,4.7,5,4,Yes,Yes
1485,1347,1485,46,3,4.4,2,6,Yes,Yes
1486,451,1486,56,2,3.4,1,5,Yes,Yes
1487,1515,1487,73,2,5.0,2,3,Yes,Yes
1488,1382,1488,44,3,4.6,3,6,Yes,Yes
1489,596,1489,44,4,4.0,6,5,Yes,Yes
1490,932,1490,26,3,4.1,5,4,Yes,Yes
1491,1463,1491,52,2,4.9,6,2,Yes,Yes
1492,1210,1492,54,3,2.7,6,3,Yes,Yes
1493,761,1493,38,3,4.5,6,3,Yes,Yes
1494,114,1494,44,1,2.7,6,5,Yes,Yes
1495,1776,1495,76,2,3.0,1,4,Yes,Yes
1496,886,1496,23,4,4.5,5,4,Yes,Yes
1497,1786,1497,98,4,5.0,3,5,Yes,Yes
1498,779,1498,33,2,3.8,4,1,Yes,Yes
1499,1715,1499,32,3,3.1,5,5,Yes,Yes
1500,270,1500,85,1,3.4,2,3,Yes,Yes
1501,806,1501,69,3,4.8,6,4,Yes,Yes
1502,860,1502,55,2,2.7,1,5,Yes,Yes
1503,963,1503,66,3,3.2,5,6,Yes,Yes
1504,761,1504,30,1,3.9,2,1,Yes,Yes
1505,769,1505,80,4,4.2,2,4,Yes,Yes
1506,104,1506,20,3,3.0,5,2,Yes,Yes
1507,1163,1507,30,1,3.0,6,1,Yes,Yes
1508,420,1508,86,4,3.7,1,1,Yes,Yes
1509,143,1509,84,2,4.4,3,6,Yes,Yes
1510,437,1510,54,3,4.6,3,3,Yes,Yes
1511,210,1511,30,1,3.0,3,3,Yes,Yes
1512,410,1512,91,4,3.6,3,2,Yes,Yes
1513,1468,1513,23,4,3.9,4,5,Yes,Yes
1514,1566,1514,35,2,4.1,5,3,Yes,Yes
1515,1239,1515,90,4,3.9,6,1,Yes,Yes
1516,848,1516,93,1,3.9,4,1,Yes,Yes
1517,803,1517,68,4,4.5,1,2,Yes,Yes
1518,478,1518,41,2,3.4,5,5,Yes,Yes
1519,107,1519,73,4,4.1,2,4,Yes,Yes
1520,1604,1520,73,1,4.9,6,4,Yes,Yes
1521,608,1521,66,3,4.4,6,1,Yes,Yes
1522,43,1522,59,3,2.7,3,1,Yes,Yes
1523,1326,1523,72,2,4.8,6,3,Yes,Yes
1524,1570,1524,88,3,3.3,6,1,Yes,Yes
1525,1543,1525,76,3,4.4,4,3,Yes,Yes
1526,94,1526,31,4,4.6,4,1,Yes,Yes
1527,748,1527,22,3,3.1,5,4,Yes,Yes
1528,598,1528,75,1,4.5,1,1,Yes,Yes
1529,1804,1529,75,2,4.0,3,6,Yes,Yes
1530,31,1530,63,4,3.1,6,3,Yes,Yes
1531,332,1531,21,2,3.9,6,4,Yes,Yes
1532,55,1532,83,2,4.5,2,4,Yes,Yes
1533,783,1533,46,4,4.4,5,4,Yes,Yes
1534,1263,1534,59,3,3.6,1,1,Yes,Yes
1535,172,1535,66,3,3.4,6,3,Yes,Yes
1536,1074,1536,74,1,4.0,5,1,Yes,Yes
1537,1630,1537,82,3,2.6,2,6,Yes,Yes
