Customer ID,Age,Gender,Location,Subscription Status,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1969,67,Male,Minnesota,No,25,Credit Card,Weekly
1970,64,Male,Louisiana,No,11,Bank Transfer,Fortnightly
1971,28,Male,Maryland,No,4,Credit Card,Bi-Weekly
1972,54,Male,Pennsylvania,No,1,Venmo,Monthly
1973,54,Male,Louisiana,No,48,PayPal,Every 3 Months
1974,24,Male,Maryland,No,9,Venmo,Every 3 Months
1975,27,Male,Tennessee,No,2,PayPal,Fortnightly
1976,53,Male,Illinois,No,4,Cash,Quarterly
1977,32,Male,Wyoming,No,43,PayPal,Fortnightly
1978,24,Male,Florida,No,32,Bank Transfer,Annually
1979,45,Male,Massachusetts,No,1,Cash,Quarterly
1980,49,Male,Tennessee,No,38,Debit Card,Fortnightly
1981,51,Male,Iowa,No,25,PayPal,Fortnightly
1982,69,Male,Michigan,No,42,PayPal,Quarterly
1983,41,Male,Kansas,No,32,PayPal,Monthly
1984,59,Male,Georgia,No,21,Debit Card,Quarterly
1985,26,Male,West Virginia,No,26,PayPal,Fortnightly
1986,23,Male,Tennessee,No,6,Credit Card,Fortnightly
1987,62,Male,Arkansas,No,14,Venmo,Quarterly
1988,69,Male,Vermont,No,4,Cash,Quarterly
1989,46,Male,Virginia,No,26,Bank Transfer,Weekly
1990,35,Male,Maryland,No,39,PayPal,Bi-Weekly
1991,32,Male,Connecticut,No,15,PayPal,Annually
1992,46,Male,Missouri,No,1,Venmo,Every 3 Months
1993,33,Male,New Jersey,No,28,Venmo,Monthly
1994,32,Male,Arkansas,No,17,Cash,Weekly
1995,33,Male,Nevada,No,24,Credit Card,Weekly
1996,67,Male,Missouri,No,29,Debit Card,Quarterly
1997,67,Male,South Dakota,No,18,Cash,Every 3 Months
1998,42,Male,Connecticut,No,10,Debit Card,Bi-Weekly
1999,20,Male,Vermont,No,19,Cash,Quarterly
2000,39,Male,Tennessee,No,26,Debit Card,Monthly
2001,26,Male,California,No,25,Cash,Bi-Weekly
2002,51,Male,Wyoming,No,2,Debit Card,Fortnightly
2003,31,Male,New York,No,19,PayPal,Every 3 Months
2004,68,Male,Maine,No,32,Cash,Quarterly
2005,44,Male,Georgia,No,13,Cash,Bi-Weekly
2006,18,Male,Tennessee,No,30,PayPal,Fortnightly
2007,58,Male,New Mexico,No,2,Credit Card,Annually
2008,26,Male,Virginia,No,8,PayPal,Quarterly
2009,57,Male,Florida,No,27,PayPal,Every 3 Months
2010,37,Male,Alabama,No,26,Venmo,Bi-Weekly
2011,24,Male,Texas,No,3,Debit Card,Bi-Weekly
2012,57,Male,West Virginia,No,4,Bank Transfer,Monthly
2013,48,Male,Nevada,No,5,Cash,Fortnightly
2014,39,Male,Virginia,No,25,Debit Card,Quarterly
2015,51,Male,Wisconsin,No,47,PayPal,Bi-Weekly
2016,57,Male,Virginia,No,8,Credit Card,Fortnightly
2017,53,Male,Maine,No,20,Debit Card,Fortnightly
2018,70,Male,Massachusetts,No,42,Bank Transfer,Every 3 Months
2019,60,Male,Arkansas,No,20,Bank Transfer,Weekly
2020,31,Male,Idaho,No,23,Cash,Fortnightly
2021,41,Male,Pennsylvania,No,26,Cash,Quarterly
2022,62,Male,Maine,No,48,Venmo,Quarterly
2023,59,Male,Alabama,No,16,Cash,Bi-Weekly
2024,46,Male,Idaho,No,28,Cash,Bi-Weekly
2025,62,Male,Arkansas,No,39,PayPal,Weekly
2026,42,Male,Delaware,No,43,Debit Card,Fortnightly
2027,37,Male,Maine,No,45,Bank Transfer,Every 3 Months
2028,50,Male,Nebraska,No,50,Credit Card,Every 3 Months
2029,29,Male,Ohio,No,10,Venmo,Bi-Weekly
2030,25,Male,Montana,No,40,PayPal,Quarterly
2031,66,Male,New Mexico,No,38,Credit Card,Monthly
2032,21,Male,North Carolina,No,2,Credit Card,Monthly
2033,46,Male,South Carolina,No,13,Cash,Annually
2034,57,Male,Illinois,No,33,Venmo,Annually
2035,61,Male,Alabama,No,27,PayPal,Monthly
2036,53,Male,Oklahoma,No,43,Bank Transfer,Weekly
2037,37,Male,Minnesota,No,46,Cash,Weekly
2038,39,Male,Illinois,No,7,Venmo,Bi-Weekly
2039,53,Male,Arkansas,No,35,Credit Card,Fortnightly
2040,35,Male,Minnesota,No,31,Debit Card,Bi-Weekly
2041,69,Male,South Carolina,No,42,Venmo,Quarterly
2042,66,Male,New York,No,14,PayPal,Bi-Weekly
2043,19,Male,Alabama,No,35,Venmo,Monthly
2044,47,Male,New York,No,49,PayPal,Weekly
2045,49,Male,Missouri,No,17,PayPal,Fortnightly
2046,31,Male,Georgia,No,26,PayPal,Quarterly
2047,39,Male,Oklahoma,No,30,Cash,Every 3 Months
2048,58,Male,Connecticut,No,32,Cash,Annually
2049,45,Male,Michigan,No,35,Bank Transfer,Quarterly
2050,68,Male,Rhode Island,No,15,Venmo,Annually
2051,35,Male,Mississippi,No,10,Debit Card,Annually
2052,65,Male,Massachusetts,No,14,Credit Card,Monthly
2053,45,Male,New Hampshire,No,30,Bank Transfer,Annually
2054,19,Male,Wyoming,No,16,Credit Card,Fortnightly
2055,65,Male,New Jersey,No,14,PayPal,Annually
2056,28,Male,Texas,No,28,Bank Transfer,Weekly
2057,55,Male,Minnesota,No,29,PayPal,Monthly
2058,66,Male,South Dakota,No,5,PayPal,Every 3 Months
2059,29,Male,Washington,No,17,Bank Transfer,Quarterly
2060,56,Male,California,No,50,PayPal,Weekly
2061,21,Male,Wisconsin,No,23,Bank Transfer,Quarterly
2062,32,Male,Michigan,No,22,Debit Card,Annually
2063,54,Male,South Carolina,No,15,Cash,Quarterly
2064,61,Male,Indiana,No,32,Cash,Monthly
2065,31,Male,Arkansas,No,5,Bank Transfer,Monthly
2066,27,Male,Oregon,No,6,Bank Transfer,Bi-Weekly
2067,64,Male,Illinois,No,44,Debit Card,Fortnightly
2068,60,Male,Maryland,No,23,Cash,Fortnightly
2069,70,Male,Vermont,No,44,Venmo,Monthly
2070,36,Male,Texas,No,3,Debit Card,Quarterly
2071,56,Male,Nebraska,No,14,Cash,Monthly
2072,69,Male,South Carolina,No,37,PayPal,Quarterly
2073,39,Male,Massachusetts,No,22,Bank Transfer,Weekly
2074,38,Male,Texas,No,2,PayPal,Every 3 Months
2075,36,Male,Florida,No,44,Debit Card,Fortnightly
2076,46,Male,South Carolina,No,49,Debit Card,Monthly
2077,59,Male,Florida,No,22,Debit Card,Bi-Weekly
2078,64,Male,Nebraska,No,26,Bank Transfer,Annually
2079,49,Male,Hawaii,No,40,Debit Card,Weekly
2080,32,Male,Montana,No,16,PayPal,Quarterly
2081,29,Male,South Dakota,No,17,Debit Card,Bi-Weekly
2082,24,Male,Alabama,No,48,Bank Transfer,Bi-Weekly
2083,41,Male,Arkansas,No,28,Venmo,Every 3 Months
2084,41,Male,Mississippi,No,26,Credit Card,Fortnightly
2085,32,Male,Vermont,No,43,Bank Transfer,Quarterly
2086,69,Male,New York,No,38,Debit Card,Weekly
2087,65,Male,North Dakota,No,36,Cash,Every 3 Months
2088,54,Male,Wisconsin,No,1,Credit Card,Weekly
2089,39,Male,California,No,49,Debit Card,Annually
2090,37,Male,Maryland,No,41,Credit Card,Every 3 Months
2091,51,Male,Massachusetts,No,21,Debit Card,Monthly
2092,26,Male,Washington,No,24,Bank Transfer,Quarterly
2093,42,Male,Minnesota,No,27,Bank Transfer,Weekly
2094,21,Male,Washington,No,4,Debit Card,Annually
2095,53,Male,South Carolina,No,19,Venmo,Annually
2096,36,Male,New Mexico,No,1,Bank Transfer,Fortnightly
2097,21,Male,North Carolina,No,27,Debit Card,Annually
2098,33,Male,Iowa,No,5,Credit Card,Weekly
2099,49,Male,Louisiana,No,20,Venmo,Quarterly
2100,31,Male,Oklahoma,No,50,PayPal,Annually
2101,68,Male,Michigan,No,36,Cash,Fortnightly
2102,49,Male,Oregon,No,12,Bank Transfer,Bi-Weekly
2103,23,Male,Idaho,No,23,Cash,Monthly
2104,30,Male,Indiana,No,21,Venmo,Weekly
2105,53,Male,New Mexico,No,47,Venmo,Weekly
2106,65,Male,South Carolina,No,38,Venmo,Bi-Weekly
2107,60,Male,Vermont,No,40,Credit Card,Every 3 Months
2108,46,Male,Delaware,No,35,PayPal,Quarterly
2109,54,Male,North Dakota,No,4,Credit Card,Quarterly
2110,59,Male,California,No,28,Venmo,Every 3 Months
2111,52,Male,Montana,No,36,Debit Card,Every 3 Months
2112,41,Male,Missouri,No,15,Bank Transfer,Annually
2113,43,Male,Tennessee,No,7,Cash,Fortnightly
2114,63,Male,Virginia,No,29,PayPal,Every 3 Months
2115,37,Male,Vermont,No,12,Debit Card,Annually
2116,44,Male,Rhode Island,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,Kansas,No,50,Debit Card,Bi-Weekly
2118,27,Male,Colorado,No,11,Debit Card,Annually
2119,60,Male,Georgia,No,28,Debit Card,Quarterly
2120,58,Male,Nebraska,No,36,Venmo,Bi-Weekly
2121,53,Male,Missouri,No,38,PayPal,Quarterly
2122,43,Male,Alaska,No,32,Bank Transfer,Monthly
2123,32,Male,Virginia,No,42,Debit Card,Weekly
2124,54,Male,Nebraska,No,22,Debit Card,Bi-Weekly
2125,47,Male,Rhode Island,No,22,Venmo,Quarterly
2126,57,Male,New Hampshire,No,31,PayPal,Quarterly
2127,63,Male,Alabama,No,28,Credit Card,Monthly
2128,70,Male,North Carolina,No,40,Debit Card,Weekly
2129,62,Male,New Mexico,No,21,PayPal,Weekly
2130,40,Male,Minnesota,No,12,PayPal,Every 3 Months
2131,25,Male,Arizona,No,33,Credit Card,Annually
2132,19,Male,Montana,No,9,Bank Transfer,Fortnightly
2133,25,Male,Vermont,No,15,Debit Card,Weekly
2134,21,Male,Maine,No,13,Bank Transfer,Annually
2135,55,Male,Virginia,No,35,Credit Card,Fortnightly
2136,34,Male,California,No,1,Debit Card,Every 3 Months
2137,47,Male,New York,No,25,Bank Transfer,Fortnightly
2138,27,Male,Indiana,No,20,Credit Card,Every 3 Months
2139,67,Male,Mississippi,No,36,Venmo,Quarterly
2140,40,Male,New York,No,33,Cash,Weekly
2141,53,Male,New Mexico,No,36,Cash,Fortnightly
2142,24,Male,Kentucky,No,32,PayPal,Annually
2143,47,Male,North Dakota,No,21,Venmo,Quarterly
2144,53,Male,Arkansas,No,48,Venmo,Bi-Weekly
2145,47,Male,Maryland,No,25,PayPal,Quarterly
2146,38,Male,Connecticut,No,32,PayPal,Annually
2147,48,Male,Utah,No,45,PayPal,Every 3 Months
2148,47,Male,Missouri,No,4,Cash,Fortnightly
2149,19,Male,Nebraska,No,19,PayPal,Bi-Weekly
2150,38,Male,Hawaii,No,1,Bank Transfer,Weekly
2151,57,Male,Illinois,No,12,Cash,Weekly
2152,70,Male,Vermont,No,18,Venmo,Monthly
2153,38,Male,New Jersey,No,43,Bank Transfer,Bi-Weekly
2154,35,Male,Kentucky,No,31,PayPal,Annually
2155,46,Male,Wyoming,No,33,Cash,Every 3 Months
2156,32,Male,Hawaii,No,46,PayPal,Monthly
2157,38,Male,Missouri,No,41,Debit Card,Bi-Weekly
2158,41,Male,Mississippi,No,41,Venmo,Fortnightly
2159,19,Male,Massachusetts,No,9,Bank Transfer,Fortnightly
2160,18,Male,Louisiana,No,34,Cash,Annually
2161,45,Male,West Virginia,No,21,PayPal,Annually
2162,23,Male,Washington,No,5,Debit Card,Fortnightly
2163,60,Male,Oregon,No,32,PayPal,Weekly
2164,52,Male,New York,No,44,Bank Transfer,Monthly
2165,42,Male,Iowa,No,46,PayPal,Bi-Weekly
2166,29,Male,Idaho,No,42,Credit Card,Every 3 Months
2167,31,Male,New Jersey,No,50,Credit Card,Bi-Weekly
2168,30,Male,Ohio,No,33,Venmo,Fortnightly
2169,23,Male,Connecticut,No,32,Cash,Quarterly
2170,31,Male,Florida,No,32,Bank Transfer,Bi-Weekly
2171,40,Male,South Carolina,No,37,Venmo,Every 3 Months
2172,39,Male,Missouri,No,9,Cash,Fortnightly
2173,28,Male,Rhode Island,No,6,PayPal,Fortnightly
2174,23,Male,Delaware,No,36,Venmo,Quarterly
2175,42,Male,Colorado,No,1,Cash,Annually
2176,68,Male,Nebraska,No,48,Credit Card,Fortnightly
2177,24,Male,Vermont,No,44,Debit Card,Quarterly
2178,24,Male,Montana,No,9,PayPal,Bi-Weekly
2179,21,Male,Florida,No,32,Venmo,Annually
2180,49,Male,Delaware,No,14,PayPal,Monthly
2181,41,Male,Connecticut,No,43,Cash,Quarterly
2182,22,Male,Hawaii,No,32,Bank Transfer,Bi-Weekly
2183,42,Male,New Mexico,No,26,Venmo,Bi-Weekly
2184,30,Male,Kansas,No,2,Cash,Monthly
2185,38,Male,Nevada,No,16,PayPal,Every 3 Months
2186,40,Male,North Carolina,No,50,Debit Card,Every 3 Months
2187,55,Male,New Mexico,No,6,PayPal,Every 3 Months
2188,37,Male,Idaho,No,20,PayPal,Annually
2189,41,Male,California,No,9,Credit Card,Weekly
2190,38,Male,Wisconsin,No,47,Credit Card,Bi-Weekly
2191,42,Male,Alaska,No,33,Credit Card,Annually
2192,26,Male,Pennsylvania,No,46,Cash,Bi-Weekly
2193,41,Male,Virginia,No,9,Credit Card,Monthly
2194,27,Male,California,No,8,PayPal,Monthly
2195,61,Male,Kentucky,No,48,Bank Transfer,Quarterly
2196,58,Male,New York,No,2,Cash,Monthly
2197,25,Male,Vermont,No,31,PayPal,Weekly
2198,33,Male,Pennsylvania,No,40,Venmo,Monthly
2199,57,Male,New York,No,35,Venmo,Monthly
2200,39,Male,North Carolina,No,40,Debit Card,Monthly
2201,60,Male,Wyoming,No,27,Debit Card,Every 3 Months
2202,39,Male,Ohio,No,10,Venmo,Annually
2203,42,Male,Alabama,No,23,Credit Card,Weekly
2204,53,Male,Rhode Island,No,32,Cash,Quarterly
2205,20,Male,Oregon,No,6,Debit Card,Monthly
2206,46,Male,North Dakota,No,27,PayPal,Weekly
2207,46,Male,Illinois,No,25,Bank Transfer,Fortnightly
2208,69,Male,New Mexico,No,11,Credit Card,Annually
2209,28,Male,Colorado,No,23,PayPal,Monthly
2210,42,Male,Utah,No,44,Bank Transfer,Quarterly
2211,30,Male,Virginia,No,35,PayPal,Fortnightly
2212,50,Male,Maine,No,45,Debit Card,Every 3 Months
2213,59,Male,Nebraska,No,22,Bank Transfer,Quarterly
2214,54,Male,Hawaii,No,18,Debit Card,Quarterly
2215,50,Male,Idaho,No,20,Debit Card,Weekly
2216,25,Male,West Virginia,No,28,Credit Card,Fortnightly
2217,41,Male,Vermont,No,15,Venmo,Bi-Weekly
2218,35,Male,Indiana,No,42,Bank Transfer,Fortnightly
2219,67,Male,Idaho,No,20,Debit Card,Quarterly
2220,33,Male,Minnesota,No,16,Bank Transfer,Fortnightly
2221,19,Male,Wyoming,No,47,Cash,Annually
2222,25,Male,Kansas,No,34,Credit Card,Annually
2223,32,Male,Georgia,No,30,Credit Card,Weekly
2224,30,Male,Kansas,No,5,PayPal,Quarterly
2225,18,Male,Nebraska,No,38,Cash,Quarterly
2226,38,Male,Washington,No,18,Credit Card,Annually
2227,22,Male,Missouri,No,28,Cash,Annually
2228,40,Male,Washington,No,42,Credit Card,Fortnightly
2229,54,Male,Kansas,No,5,Credit Card,Weekly
2230,70,Male,Minnesota,No,50,Venmo,Monthly
2231,52,Male,Colorado,No,33,Venmo,Fortnightly
2232,34,Male,Utah,No,1,Credit Card,Weekly
2233,65,Male,North Carolina,No,14,Cash,Fortnightly
2234,38,Male,Florida,No,48,Credit Card,Monthly
2235,35,Male,New Hampshire,No,26,Cash,Weekly
2236,40,Male,Illinois,No,44,Credit Card,Annually
2237,23,Male,Louisiana,No,18,Debit Card,Fortnightly
2238,45,Male,Alabama,No,31,Venmo,Every 3 Months
2239,40,Male,Florida,No,18,Debit Card,Weekly
2240,42,Male,Alabama,No,41,Credit Card,Every 3 Months
2241,57,Male,California,No,18,Debit Card,Every 3 Months
2242,18,Male,Maryland,No,3,Bank Transfer,Bi-Weekly
2243,18,Male,Nevada,No,5,Credit Card,Bi-Weekly
2244,56,Male,Massachusetts,No,13,Debit Card,Annually
2245,35,Male,South Carolina,No,22,PayPal,Annually
2246,49,Male,Delaware,No,45,PayPal,Fortnightly
2247,49,Male,Hawaii,No,39,PayPal,Every 3 Months
2248,34,Male,Florida,No,18,Venmo,Annually
2249,63,Male,Rhode Island,No,19,PayPal,Fortnightly
2250,42,Male,Wyoming,No,29,Debit Card,Weekly
2251,41,Male,Colorado,No,19,Credit Card,Weekly
2252,26,Male,Virginia,No,22,Debit Card,Monthly
2253,48,Male,Nebraska,No,21,Bank Transfer,Annually
2254,62,Male,Oklahoma,No,22,PayPal,Monthly
2255,24,Male,North Dakota,No,44,PayPal,Every 3 Months
2256,48,Male,Michigan,No,42,Bank Transfer,Quarterly
2257,31,Male,California,No,33,Credit Card,Quarterly
2258,41,Male,Tennessee,No,6,Bank Transfer,Annually
2259,24,Male,Ohio,No,44,Credit Card,Every 3 Months
2260,60,Male,Florida,No,24,Cash,Annually
2261,38,Male,Missouri,No,16,PayPal,Quarterly
2262,58,Male,South Carolina,No,12,Bank Transfer,Fortnightly
2263,53,Male,Arizona,No,50,PayPal,Monthly
2264,44,Male,Indiana,No,42,Cash,Quarterly
2265,51,Male,North Dakota,No,50,PayPal,Monthly
2266,36,Male,Montana,No,10,PayPal,Quarterly
2267,20,Male,Missouri,No,32,Debit Card,Weekly
2268,32,Male,Kentucky,No,37,Venmo,Weekly
2269,66,Male,Georgia,No,15,Bank Transfer,Monthly
2270,49,Male,Kentucky,No,27,Credit Card,Annually
2271,27,Male,Georgia,No,7,Venmo,Weekly
2272,29,Male,Alaska,No,49,PayPal,Quarterly
2273,29,Male,Maine,No,44,PayPal,Monthly
2274,55,Male,New Mexico,No,13,PayPal,Bi-Weekly
2275,57,Male,New York,No,38,PayPal,Fortnightly
2276,29,Male,Oklahoma,No,10,Debit Card,Weekly
2277,31,Male,Wyoming,No,25,Debit Card,Weekly
2278,25,Male,Alabama,No,18,Credit Card,Quarterly
2279,61,Male,Maryland,No,6,Cash,Every 3 Months
2280,53,Male,West Virginia,No,35,Bank Transfer,Quarterly
2281,22,Male,Kentucky,No,31,Credit Card,Fortnightly
2282,28,Male,Kansas,No,41,Bank Transfer,Annually
2283,18,Male,Idaho,No,8,Credit Card,Annually
2284,44,Male,Ohio,No,34,Credit Card,Fortnightly
2285,32,Male,Iowa,No,20,Venmo,Annually
2286,34,Male,Michigan,No,38,PayPal,Every 3 Months
2287,67,Male,South Dakota,No,35,Venmo,Quarterly
2288,66,Male,Nebraska,No,6,Debit Card,Annually
2289,28,Male,California,No,50,PayPal,Weekly
2290,70,Male,Nevada,No,47,Venmo,Weekly
2291,37,Male,Kansas,No,23,PayPal,Quarterly
2292,28,Male,Ohio,No,13,Credit Card,Quarterly
2293,43,Male,Vermont,No,31,Debit Card,Monthly
2294,37,Male,Georgia,No,16,Debit Card,Every 3 Months
2295,54,Male,Maryland,No,40,Debit Card,Annually
2296,50,Male,Connecticut,No,45,PayPal,Quarterly
2297,46,Male,Washington,No,50,Venmo,Every 3 Months
2298,60,Male,California,No,1,Bank Transfer,Quarterly
2299,40,Male,Montana,No,10,Cash,Every 3 Months
2300,64,Male,Idaho,No,48,Credit Card,Every 3 Months
2301,18,Male,Pennsylvania,No,38,Credit Card,Monthly
2302,37,Male,Maine,No,21,Debit Card,Annually
2303,36,Male,Montana,No,38,Venmo,Monthly
2304,51,Male,New Jersey,No,31,Credit Card,Fortnightly
2305,26,Male,Louisiana,No,9,Debit Card,Fortnightly
2306,68,Male,Maine,No,47,Cash,Weekly
2307,27,Male,Florida,No,8,Cash,Bi-Weekly
2308,28,Male,Missouri,No,30,Debit Card,Annually
2309,49,Male,North Dakota,No,22,Bank Transfer,Quarterly
2310,70,Male,Connecticut,No,3,Bank Transfer,Quarterly
2311,30,Male,Virginia,No,15,PayPal,Monthly
2312,27,Male,Montana,No,10,Bank Transfer,Every 3 Months
2313,19,Male,Vermont,No,19,Cash,Every 3 Months
2314,64,Male,Georgia,No,36,Bank Transfer,Fortnightly
2315,42,Male,Virginia,No,12,Bank Transfer,Every 3 Months
2316,69,Male,Vermont,No,49,Debit Card,Quarterly
2317,28,Male,Montana,No,7,Debit Card,Annually
2318,47,Male,New Jersey,No,28,Bank Transfer,Monthly
2319,69,Male,Wyoming,No,30,Credit Card,Annually
2320,56,Male,Maine,No,29,PayPal,Monthly
2321,28,Male,New Mexico,No,9,Debit Card,Every 3 Months
2322,50,Male,Colorado,No,27,Debit Card,Fortnightly
2323,39,Male,Connecticut,No,21,Venmo,Fortnightly
2324,35,Male,Maryland,No,36,Credit Card,Monthly
2325,59,Male,Oregon,No,19,Debit Card,Annually
2326,44,Male,New York,No,47,Cash,Weekly
2327,66,Male,Oklahoma,No,38,Bank Transfer,Annually
2328,20,Male,Alabama,No,22,Venmo,Bi-Weekly
2329,45,Male,North Dakota,No,29,Venmo,Bi-Weekly
2330,49,Male,Nebraska,No,42,Bank Transfer,Annually
2331,60,Male,Arizona,No,47,PayPal,Every 3 Months
2332,61,Male,Illinois,No,10,Credit Card,Bi-Weekly
2333,36,Male,South Carolina,No,10,Venmo,Monthly
2334,33,Male,Kansas,No,1,PayPal,Every 3 Months
2335,49,Male,Kansas,No,7,Credit Card,Monthly
2336,31,Male,Idaho,No,10,Venmo,Fortnightly
2337,19,Male,California,No,11,Credit Card,Weekly
2338,39,Male,North Dakota,No,5,Cash,Annually
2339,66,Male,Georgia,No,21,PayPal,Quarterly
2340,25,Male,Illinois,No,24,Bank Transfer,Quarterly
2341,63,Male,Delaware,No,37,Credit Card,Fortnightly
2342,56,Male,Connecticut,No,22,Venmo,Every 3 Months
2343,20,Male,Tennessee,No,16,Debit Card,Fortnightly
2344,58,Male,Maryland,No,44,PayPal,Monthly
2345,34,Male,Rhode Island,No,14,Venmo,Bi-Weekly
2346,28,Male,New York,No,23,Bank Transfer,Every 3 Months
2347,22,Male,New Mexico,No,46,Debit Card,Fortnightly
2348,37,Male,California,No,46,Cash,Every 3 Months
2349,54,Male,Maine,No,16,PayPal,Every 3 Months
2350,65,Male,New York,No,40,Credit Card,Every 3 Months
2351,57,Male,Hawaii,No,21,Cash,Annually
2352,38,Male,New Hampshire,No,25,PayPal,Bi-Weekly
2353,70,Male,Nebraska,No,25,Bank Transfer,Quarterly
2354,56,Male,Montana,No,25,Debit Card,Every 3 Months
2355,56,Male,Wisconsin,No,27,Venmo,Monthly
2356,22,Male,Tennessee,No,12,Cash,Monthly
2357,57,Male,Montana,No,27,Debit Card,Quarterly
2358,53,Male,Michigan,No,40,Credit Card,Bi-Weekly
2359,53,Male,Texas,No,38,Credit Card,Quarterly
2360,19,Male,Pennsylvania,No,44,Bank Transfer,Every 3 Months
2361,49,Male,New York,No,27,Venmo,Every 3 Months
2362,44,Male,Alabama,No,30,Credit Card,Every 3 Months
2363,27,Male,Virginia,No,24,Credit Card,Monthly
2364,60,Male,Pennsylvania,No,38,Cash,Bi-Weekly
2365,62,Male,Mississippi,No,4,PayPal,Quarterly
2366,52,Male,Wyoming,No,32,Venmo,Monthly
2367,30,Male,New Mexico,No,32,Credit Card,Fortnightly
2368,66,Male,North Dakota,No,28,Bank Transfer,Bi-Weekly
2369,29,Male,New Jersey,No,6,Debit Card,Every 3 Months
2370,24,Male,Vermont,No,24,PayPal,Monthly
2371,51,Male,Alaska,No,38,Venmo,Weekly
2372,67,Male,Indiana,No,28,Debit Card,Annually
2373,50,Male,Alabama,No,9,PayPal,Fortnightly
2374,37,Male,Michigan,No,21,Debit Card,Every 3 Months
2375,69,Male,Washington,No,31,Debit Card,Monthly
2376,60,Male,Virginia,No,18,Credit Card,Quarterly
2377,21,Male,Tennessee,No,5,Cash,Weekly
2378,44,Male,South Dakota,No,22,Cash,Annually
2379,26,Male,New Hampshire,No,37,PayPal,Bi-Weekly
2380,40,Male,South Dakota,No,22,Debit Card,Monthly
2381,41,Male,Pennsylvania,No,36,PayPal,Fortnightly
2382,62,Male,Wisconsin,No,23,PayPal,Annually
2383,39,Male,California,No,44,Debit Card,Weekly
2384,53,Male,Rhode Island,No,25,Bank Transfer,Annually
2385,24,Male,Alabama,No,40,PayPal,Quarterly
2386,41,Male,Oklahoma,No,12,PayPal,Weekly
2387,19,Male,Illinois,No,14,Venmo,Monthly
2388,36,Male,Tennessee,No,14,Debit Card,Monthly
2389,21,Male,Alabama,No,10,Debit Card,Annually
2390,25,Male,Kansas,No,17,Bank Transfer,Every 3 Months
2391,65,Male,Arizona,No,24,Debit Card,Fortnightly
2392,42,Male,Michigan,No,31,Bank Transfer,Quarterly
2393,40,Male,Missouri,No,36,Cash,Annually
2394,58,Male,Louisiana,No,38,PayPal,Every 3 Months
2395,40,Male,Connecticut,No,23,Debit Card,Fortnightly
2396,62,Male,Connecticut,No,47,PayPal,Bi-Weekly
2397,38,Male,Oregon,No,20,Venmo,Weekly
2398,37,Male,West Virginia,No,41,Venmo,Monthly
2399,65,Male,Florida,No,44,Bank Transfer,Fortnightly
2400,55,Male,New Hampshire,No,31,Cash,Monthly
2401,43,Male,Oregon,No,11,Credit Card,Bi-Weekly
2402,43,Male,Oregon,No,25,PayPal,Bi-Weekly
2403,45,Male,Utah,No,31,Cash,Weekly
2404,64,Male,Missouri,No,40,Debit Card,Weekly
2405,28,Male,West Virginia,No,23,Credit Card,Bi-Weekly
2406,69,Male,California,No,5,Debit Card,Quarterly
2407,54,Male,California,No,26,PayPal,Weekly
2408,52,Male,Illinois,No,11,Credit Card,Bi-Weekly
2409,23,Male,Hawaii,No,44,Debit Card,Every 3 Months
2410,26,Male,Washington,No,47,Cash,Every 3 Months
2411,48,Male,Wisconsin,No,46,PayPal,Monthly
2412,49,Male,Virginia,No,35,Cash,Every 3 Months
2413,53,Male,Oregon,No,8,Bank Transfer,Bi-Weekly
2414,69,Male,Pennsylvania,No,30,Bank Transfer,Weekly
2415,26,Male,Virginia,No,14,Credit Card,Bi-Weekly
2416,21,Male,Hawaii,No,30,Bank Transfer,Weekly
2417,59,Male,Nebraska,No,26,Credit Card,Every 3 Months
2418,21,Male,Alaska,No,32,Venmo,Fortnightly
2419,22,Male,Michigan,No,47,Cash,Every 3 Months
2420,26,Male,North Carolina,No,11,Credit Card,Every 3 Months
2421,41,Male,North Carolina,No,28,PayPal,Annually
2422,37,Male,Minnesota,No,2,Debit Card,Every 3 Months
2423,30,Male,Georgia,No,45,Credit Card,Weekly
2424,49,Male,West Virginia,No,7,Credit Card,Every 3 Months
2425,49,Male,Delaware,No,28,Bank Transfer,Bi-Weekly
2426,58,Male,North Dakota,No,34,Bank Transfer,Quarterly
2427,70,Male,Florida,No,26,Debit Card,Every 3 Months
2428,27,Male,Oregon,No,45,Cash,Quarterly
2429,65,Male,Idaho,No,34,Debit Card,Annually
2430,57,Male,Virginia,No,47,Credit Card,Fortnightly
2431,20,Male,North Dakota,No,42,Cash,Quarterly
2432,34,Male,Alabama,No,27,Bank Transfer,Every 3 Months
2433,59,Male,Hawaii,No,43,Venmo,Monthly
2434,54,Male,Oregon,No,16,Cash,Bi-Weekly
2435,36,Male,Utah,No,40,Credit Card,Monthly
2436,21,Male,Hawaii,No,29,Cash,Bi-Weekly
2437,52,Male,Connecticut,No,38,Credit Card,Quarterly
2438,43,Male,Wyoming,No,34,Credit Card,Weekly
2439,32,Male,Delaware,No,30,Venmo,Weekly
2440,55,Male,Arkansas,No,45,Bank Transfer,Annually
2441,31,Male,Indiana,No,47,Bank Transfer,Annually
2442,45,Male,California,No,5,Credit Card,Monthly
2443,53,Male,Wyoming,No,50,Debit Card,Bi-Weekly
2444,24,Male,South Dakota,No,24,Bank Transfer,Bi-Weekly
2445,47,Male,West Virginia,No,15,Debit Card,Bi-Weekly
